鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
歸仁區,租賃房屋,臺南市歸仁區中正南路一段７２０號,0.0,,,,1150423,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0651001,89.16,3,2,2,有,無,無,15100,169,,0.0,0,台南市不動產租賃公會民間住宅包租代管第5期計畫。,RPPNMLTLMHLGFID56CC,整棟(戶)出租,無,1150424~1160423,無,冷氣、熱水器、電視機、冰箱,社會住宅代管
仁德區,租賃房屋+車位,臺南市仁德區文心路６８號１１樓之３,10.12,商,,,1150424,土地1建物1車位1,十一層,24,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100315,105.28,2,1,1,有,有,有,23000,218,坡道平面,17.45,0,,RPSNMLTLMHLGFID86CC,整棟(戶)出租,有,1150501~1160430,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
仁德區,租賃房屋,臺南市仁德區保生路１２３巷６弄２之１號,0.0,,,,1150427,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0841220,129.81,4,1,2,有,無,有,18000,139,,0.0,0,台南市社會住宅包租代管第4期計畫。多人共同承租3；續租案件；,RPTNMLTLMHLGFID96CC,整棟(戶)出租,無,1150501~1160430,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
永康區,租賃房屋,臺南市永康區公園路１２５號,0.0,,,,1150425,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0820629,23.14,1,0,1,有,無,無,10800,467,,0.0,0,,RPWNMLTLMHLGFKD47CC,獨立套房,無,1150510~1160509,無,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
永康區,租賃房屋,臺南市永康區大橋里大橋三街２６１巷３４號,0.0,,,,1150426,土地0建物0車位0,全,2,透天厝,住家用,加強磚造,0780321,29.76,3,0,3,有,無,有,6000,202,,0.0,0,1.契約書未約定土地租賃標的。2.由所有權人提供出租資訊。,RPOOMLTLMHLGFKD76CC,分租套房,無,1150501~1160430,無,冷氣、熱水器、洗衣機,
永康區,租賃房屋+車位,臺南市永康區永安路９號１１樓之１,0.0,,,,1150426,土地0建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1111007,126.03,2,2,1,有,有,有,22500,179,坡道平面,36.35,0,租金總額含管理費；其他公共基金；,RPSOMLTLMHLGFKD17CC,整棟(戶)出租,有,1150501~1160430,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
永康區,租賃房屋,臺南市永康區小東路５９１巷４１號,0.0,,,,1150428,土地0建物0車位0,全,4,透天厝,店舖、住宅、防空避難室。,鋼筋混凝土造,0770321,16.52,20,0,20,有,無,有,7500,454,,0.0,0,,RPTOMLTLMHLGFKD27CC,分租套房,無,1150501~1160430,有,冷氣、熱水器、洗衣機、冰箱、有線電視、網路,一般代管
安平區,租賃房屋,臺南市安平區國平北路８６號二十六樓之７,0.0,,,,1150423,土地0建物1車位0,二十六層,26,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1140722,74.37,2,0,1,有,有,無,14000,188,,0.0,0,多人共同承租2；,RPQNMLKMMHLGFAD67CC,整棟(戶)出租,無,1150501~1160430,有,冷氣、熱水器,
北區,租賃房屋,臺南市北區文賢路３６３號七樓之５,0.0,,,,1150428,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740416,120.96000000000001,3,2,2,有,有,有,18500,153,,0.0,0,台南市社會住宅包租代管第4期計畫。管理費500元由出租人負擔續租案件；,RPRNMLKMMHLGFAD77CC,整棟(戶)出租,有,1150522~1160521,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
北區,租賃房屋,臺南市北區長榮路五段４１巷１３號二樓之１,0.0,,,,1150428,土地0建物1車位0,二層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0920916,168.88,3,2,2,有,有,有,15000,89,,0.0,0,台南市社會住宅包租代管第4期計畫。未租賃車位，建物登記含有車位面積；續租案件；,RPSNMLKMMHLGFAD87CC,整棟(戶)出租,有,1150515~1160514,有,冷氣、熱水器、洗衣機、瓦斯或天然氣,社會住宅包租轉租
北區,租賃房屋,臺南市北區北區開南街１３５號,0.0,,,,1150423,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,0830624,13.87,59,0,59,有,無,有,6500,469,,0.0,0,開南135-201房,RPVNMLKMMHLGFAD18CC,分租套房,無,1150325~1150724,有,冷氣、熱水器、電視機,一般轉租
北區,租賃房屋,臺南市北區北區開南街１３５號,0.0,,,,1150423,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,0830624,63.0,59,0,59,有,無,有,13700,217,,0.0,0,開南135-101房,RPWNMLKMMHLGFAD28CC,分租套房,無,1150325~1161224,有,冷氣、熱水器、電視機,一般轉租
北區,租賃房屋,臺南市北區北區開南街１３５號,0.0,,,,1150428,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,0830624,13.87,59,0,59,有,無,有,5000,360,,0.0,0,開南135-310房,RPXNMLKMMHLGFAD38CC,分租套房,無,1150325~1151224,有,冷氣、熱水器、電視機,一般轉租
北區,租賃房屋,臺南市北區北區開南街１３５號,0.0,,,,1150427,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,0830624,13.87,59,0,59,有,無,有,5000,360,,0.0,0,開南135-305房,RPOOMLKMMHLGFAD57CC,分租套房,無,1150325~1151224,有,冷氣、熱水器、電視機,一般轉租
中西區,租賃房屋,臺南市中西區大智街６３號五樓之１,0.0,,,,1150430,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0711119,81.1,2,1,2,有,有,有,16000,197,,0.0,0,多人共同承租2；租金總額含管理費；網路費；,RPQOMLKMMHLGFAD77CC,整棟(戶)出租,無,1150430~1160430,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般代管
安平區,租賃房屋,臺南市安平區建平七街５５０號二樓之９,0.0,,,,1150422,土地0建物1車位0,二層,22,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1121108,92.38,2,1,2,有,有,有,22000,238,,0.0,0,1.契約書未約定土地租賃標的2.由出租人提供租屋資訊3.115.04.24-115.05.04為免租期未租賃車位，建物登記含有車位面積；,RPROMLKMMHLGFAD87CC,整棟(戶)出租,有,1150505~1160504,有,冷氣、熱水器、洗衣機、電視機、冰箱,
中西區,租賃房屋,臺南市中西區永福路二段６３巷２９號,0.0,,,,1150429,土地0建物0車位0,全,3,透天厝,商業用,磚造,0490101,37.17,12,0,12,有,無,有,5000,135,,0.0,0,,RPSOMLKMMHLGFAD97CC,分租套房,無,1150410~1150904,無,冷氣、熱水器、冰箱,一般轉租
北區,租賃房屋,臺南市北區力行三街６巷２６號,0.0,,,,1150424,土地0建物0車位0,全,2,透天厝,住家用,加強磚造,0680703,19.92,6,0,6,有,無,有,8000,402,,0.0,0,力行三6-201房,RPUOMLKMMHLGFAD18CC,分租套房,無,1150301~1151219,無,冷氣、熱水器、電視機、冰箱,一般轉租
北區,租賃房屋,臺南市北區大武街３０４之２號,0.0,,,,1150425,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,0730106,13.7,23,0,21,有,無,有,5000,365,,0.0,0,大武304-302房,RPVOMLKMMHLGFAD28CC,分租套房,無,1150401~1150630,無,冷氣、熱水器、冰箱,一般轉租
中西區,租賃房屋,臺南市中西區永福路二段６３巷２９號,0.0,,,,1150421,土地0建物0車位0,全,3,透天厝,商業用,磚造,0490101,28.44,12,0,12,有,無,有,5000,176,,0.0,0,,RPWOMLKMMHLGFAD38CC,分租套房,無,1150410~1160424,無,冷氣、熱水器、冰箱,一般轉租
中西區,租賃房屋,臺南市中西區宮後街１４號,0.0,,,,1150429,土地0建物0車位0,全,5,透天厝,住家用,鋼筋混凝土構造,1010604,19.27,30,2,30,有,無,有,7500,389,,0.0,0,租金總額含水費；網路費；其他第四台；含增建或未登記建物；續租案件；,RPQPMLKMMHLGFAD87CC,分租套房,無,1150501~1170430,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
中西區,租賃房屋,臺南市中西區南寧街８３巷３６號二樓之２,0.0,,,,1150427,土地0建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0801213,54.68,1,2,1,有,有,有,10000,183,,0.0,0,台南市不動產租賃公會民間住宅包租代管第四期計畫。,RPRPMLKMMHLGFAD97CC,整棟(戶)出租,有,1150427~1160426,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
中西區,租賃房屋+車位,臺南市中西區中華西路二段６５１號十八樓之１,0.0,,,,1150421,土地0建物1車位2,十八層,24,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1051104,427.53999999999996,3,2,4,有,有,有,65000,152,坡道平面,89.54,0,續租案件；,RPUPMLKMMHLGFAD28CC,整棟(戶)出租,有,1150101~1151231,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
安平區,租賃房屋+車位,臺南市安平區國平北路１２３號五樓之１,0.0,,,,1150427,土地0建物1車位1,五層,18,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100503,142.91,3,2,2,有,有,有,20598,153,坡道平面,27.92,3000,台南市社會住宅包租代管 第5期計畫 中央版；水、電、網路費由承租人負擔。租金已扣除管理費2402元。多人共同承租2；,RPVPMLKMMHLGFAD38CC,整棟(戶)出租,有,1150501~1160430,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
中西區,租賃房屋,臺南市中西區健康路一段６８號,0.0,,,,1150428,土地0建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0640408,137.06,1,5,5,有,無,無,17000,124,,0.0,0,1.自民國115年5月1日~115年5月10日止為免租金裝潢期。2.因室內氣密窗更新為新品，就該更新費用雙方合意自租賃期間36期月租金中，每月扣抵新台幣壹仟元整。承接前開協議內容，雙方最終合意月租金調整為壹萬陸仟元整。租金總額含水費；,RPWPMLKMMHLGFAD48CC,,無,1150501~1180430,無,,
安南區,租賃房屋,臺南市安南區頂安街４６６巷１弄８號,0.0,,,,1150428,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,1041005,170.37,4,2,3,有,無,有,23000,135,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管第5期計畫。續租案件；,RPPNMLKMMHLGFBD67CC,整棟(戶)出租,無,1150428~1160427,無,冷氣、熱水器、電視機、瓦斯或天然氣,社會住宅代管
安南區,租賃房屋,臺南市安南區安通一街２３號十二樓之７,0.0,,,,1150428,土地0建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1101230,105.32,2,1,1,有,有,有,20000,190,,0.0,0,1.自民國1150428-1150504止為搬遷免租期。2.契約書未約定土地租賃標的。3.由所有權人提供租屋資訊。多人共同承租2；租金總額含管理費；未租賃車位，建物登記含有車位面積；,RPQNMLKMMHLGFBD77CC,整棟(戶)出租,有,1150505~1160504,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
安南區,租賃房屋,臺南市安南區安中路一段６２２巷１９９號,0.0,,,,1150423,土地0建物0車位0,全,3,透天厝,住宅、門廊、法定停車空間,鋼筋混凝土造,0880303,41.54,7,0,7,有,無,有,16000,385,,0.0,0,租金總額含網路費；,RPWNMLKMMHLGFBD38CC,分租套房,無,1150425~1160424,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,
安南區,租賃房屋,臺南市安南區尊安街５９號,0.0,,,,1150429,土地0建物0車位0,全,4,透天厝,住宅．法定停車空間,鋼筋混凝土造,0910506,16.53,58,0,58,有,無,有,5500,333,,0.0,0,尊安59-102房,RPOOMLKMMHLGFBD67CC,分租套房,無,1150501~1160430,無,冷氣、熱水器、洗衣機、冰箱,
安南區,租賃房屋+車位,臺南市安南區公學路六段７２１巷２９９號,0.0,,,,1150426,土地0建物1車位1,全,3,透天厝,住家用,鋼筋混凝土造,1100414,152.27,4,2,4,有,無,無,33000,217,一樓平面,0.0,0,續租案件；,RPQOMLKMMHLGFBD87CC,整棟(戶)出租,無,1150601~1160531,無,冷氣、熱水器、瓦斯或天然氣,
東區,租賃房屋,臺南市東區立德十一路２號七樓之７,0.0,,,,1150428,土地0建物1車位0,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821027,115.85,3,2,2,有,有,無,11500,99,,0.0,0,台南市社會住宅包租代管第4期計畫。續租案件；,RPUNMLKMMHLGFCD28CC,整棟(戶)出租,有,1150515~1160514,有,熱水器、瓦斯或天然氣,社會住宅代管
東區,租賃房屋,臺南市東區崇明路４８４號,0.0,,,,1150430,土地0建物0車位0,全,4,透天厝,住商用,鋼筋混凝土造,0741122,28.15,11,11,11,有,無,有,13500,480,,0.0,0,租金總額含水費；網路費；含增建或未登記建物；續租案件；,RPOOMLKMMHLGFCD77CC,分租套房,無,1150430~1160430,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
東區,租賃房屋,臺南市東區林森路二段１９２巷８８弄３０之３號,0.0,,,,1150430,土地0建物0車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720729,16.33,5,1,5,有,無,有,6500,398,,0.0,0,租金總額含水費；網路費；含增建或未登記建物；續租案件；,RPPOMLKMMHLGFCD87CC,分租套房,無,1150430~1160430,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般代管
東區,租賃房屋,臺南市東區東門路一段２０９號,0.0,,,,1150430,土地0建物0車位0,全,4,透天厝,住商用、避難室、騎樓,鋼筋混凝土造,0690331,50.6,4,3,3,有,無,無,14000,277,,0.0,0,多人共同承租2；租金總額含網路費；含增建或未登記建物；,RPQOMLKMMHLGFCD97CC,分租套房,無,1150430~1160430,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路,一般轉租
東區,租賃房屋,臺南市東區林森路二段１９２巷７０弄３８號,0.0,,,,1150423,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0651117,101.24,6,2,2,有,無,有,25000,247,,0.0,0,1.契約書未約定土地租賃標的2.由出租人提供租屋資訊3.115.05.01-115.05.14為免租期多人共同承租2；,RPSOMLKMMHLGFCD18CC,整棟(戶)出租,無,1150515~1160514,無,冷氣、熱水器,
南區,租賃房屋,臺南市南區文南一街２號六樓之２,0.0,,,,1150429,土地0建物0車位0,六層,8,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0790627,23.42,18,3,18,有,有,有,7500,320,,0.0,0,租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；,RPQPMLKMMHLGFCD08CC,分租套房,無,1150429~1160430,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般代管
東區,租賃房屋,臺南市東區崇德路４８０號,0.0,,,,1150424,土地0建物0車位0,全,4,透天厝,住商用,鋼筋混凝土造,0730220,16.53,12,0,12,有,無,有,5000,302,,0.0,0,租金總額含網路費；續租案件；,RPRPMLKMMHLGFCD18CC,分租套房,無,1150520~1160519,無,冷氣、熱水器、電視機、冰箱、有線電視、網路,一般代管
新營區,租賃房屋,臺南市新營區金華路一段２８０號十二樓,0.0,,,,1150428,土地0建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1100209,133.54,3,1,2,有,有,有,15250,114,,0.0,0,台南市社會住宅包租代管第4期計畫。管理費2750元由出租人負擔續租案件；,RPPNMLKMMHLGFDD87CC,整棟(戶)出租,有,1150512~1160511,有,冷氣、熱水器、電視機,社會住宅包租轉租
新營區,租賃房屋,臺南市新營區復興路１０７４巷２２號四樓,0.0,,,,1150424,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831114,146.95,3,1,2,有,有,有,12000,82,,0.0,0,台南市社會住宅包租代管 第五期計畫 中央版；水、電費由承租人負擔，管理費1000元不包含在租金由承租人負擔。,RPSNMLKMMHLGFDD18CC,整棟(戶)出租,有,1150501~1160430,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
善化區,租賃房屋,臺南市善化區文正路７９巷１８號,168.06,住,,,1150421,土地1建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,1050304,295.49,10,0,10,有,無,無,35200,119,,0.0,0,,RPSNMLKMMHLGFHD58CC,分租套房,無,1150421~1160420,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
新市區,租賃房屋,臺南市新市區光華街１８８巷２９號,0.0,,,,1150429,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,1030925,18.0,7,0,7,有,無,有,6500,361,,0.0,0,租金總額含管理費；水費；網路費；續租案件；,RPTNMLKMMHLGFHD68CC,分租套房,無,1150501~1160430,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般代管
善化區,租賃房屋,臺南市善化區善新西路６６０巷１０號,0.0,,,,1150429,土地0建物0車位0,全,4,透天厝,住宅，停車空間,鋼筋混凝土造,1030225,19.26,7,0,7,有,無,有,5500,286,,0.0,0,租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；,RPUNMLKMMHLGFHD78CC,分租套房,無,1150501~1151031,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
善化區,租賃房屋,臺南市善化區西拉雅大道３３０號十樓之５,0.0,,,,1150425,土地0建物1車位0,十層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1100901,114.99,2,1,2,有,有,有,21000,183,,0.0,0,多人共同承租2；租金總額含管理費；續租案件；,RPVNMLKMMHLGFHD88CC,整棟(戶)出租,有,1150601~1160531,有,冷氣、熱水器、洗衣機、電視機、冰箱,一般代管
新市區,租賃房屋,臺南市新市區中正路８２之２號,0.0,,,,1150427,土地0建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,0830511,12.0,11,0,11,有,無,有,3800,317,,0.0,0,租金總額含水費；網路費；其他第四台；,RPWNMLKMMHLGFHD98CC,分租套房,無,1150501~1160430,無,冷氣、熱水器、電視機、冰箱、有線電視、網路,
仁德區,租賃房屋,臺南市仁德區仁和里和愛街３號六樓之２,0.0,,,,1150423,土地0建物1車位0,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990422,168.57,3,1,2,有,有,無,16500,98,,0.0,0,此為台南市社會住宅包租代管第4期計畫。,RPPNMLKMMHLGFID38CC,整棟(戶)出租,有,1150425~1151230,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
仁德區,租賃房屋,臺南市仁德區仁德里中正路二段１２０５巷３號四樓之１,0.0,,,,1150423,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830225,113.53,3,2,2,有,有,有,12000,106,,0.0,0,台南市不動產租賃公會民間住宅包租代管第5期計畫。,RPQNMLKMMHLGFID48CC,整棟(戶)出租,有,1150425~1160424,有,熱水器、電視機、瓦斯或天然氣,社會住宅包租轉租
仁德區,租賃房屋,臺南市仁德區仁義里正義二街９０號五樓之６,0.0,,,,1150423,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820402,68.8,2,2,1,有,有,有,9000,131,,0.0,0,台南市不動產租賃公會民間住宅包租代管第5期計畫。,RPRNMLKMMHLGFID58CC,整棟(戶)出租,無,1150425~1160424,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
仁德區,租賃房屋,臺南市仁德區中正路一段２５１巷１０號二樓之２,0.0,,,,1150428,土地0建物1車位0,二層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1111110,77.59,2,1,1,有,有,有,14104,182,,0.0,0,台南市社會住宅包租代管第4期計畫。管理費896元由出租人負擔續租案件；,RPSNMLKMMHLGFID68CC,整棟(戶)出租,有,1150525~1160524,有,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
歸仁區,租賃房屋,臺南市歸仁區高發二路３１１號十三樓之９,0.0,,,,1150425,土地0建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1120113,97.87,2,2,1,有,有,有,14500,148,,0.0,0,台南市社會住宅包租代管 第四期計畫 公會版；水、電、瓦斯費由承租人負擔，管理費1704元不包含在租金由承租人負擔。未租賃車位，建物登記含有車位面積；續租案件；,RPUNMLKMMHLGFID88CC,整棟(戶)出租,有,1150510~1160509,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
仁德區,租賃房屋+車位,臺南市仁德區德南路１６８巷２號六樓之６,0.0,,,,1150423,土地0建物1車位1,六層,8,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1080201,142.14,3,2,2,有,有,有,22000,155,坡道平面,33.04,0,1.契約書未約定土地租賃標的2.由出租人提供租屋資訊3.115.05.10-115.05.14為免租期,RPWNMLKMMHLGFID09CC,整棟(戶)出租,有,1150515~1160514,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,
仁德區,租賃房屋,臺南市仁德區文賢路二段１５巷１８弄１７號２樓之１,0.0,,,,1150429,土地0建物0車位0,二層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0920910,18.18,5,2,5,有,無,有,9000,495,,0.0,0,文賢15-203房租金總額含水費；網路費；其他垃圾代收費；租賃建物部分範圍，且未計入共有部分面積；,RPXNMLKMMHLGFID56CC,分租套房,無,1150509~1160508,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
仁德區,租賃房屋,臺南市仁德區文賢路二段１５巷１８弄１７號２樓之２,0.0,,,,1150428,土地0建物0車位0,二層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0920910,18.18,5,2,5,有,無,有,11000,605,,0.0,0,文賢15-206房租金總額含水費；網路費；其他垃圾代收費；租賃建物部分範圍，且未計入共有部分面積；,RPSOMLKMMHLGFID78CC,分租套房,無,1150428~1160427,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
永康區,租賃房屋,臺南市永康區勝利里勝利街１９７巷８弄８號四樓之２,0.0,,,,1150423,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820817,57.67,1,1,1,有,有,有,9000,156,,0.0,0,台南市不動產租賃公會民間住宅包租代管第5期計畫。,RPPNMLKMMHLGFKD58CC,獨立套房,有,1150425~1160424,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
永康區,租賃房屋,臺南市永康區永正路２９號,0.0,,,,1150423,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0621201,99.34,3,2,2,有,無,有,18000,181,,0.0,0,台南市不動產租賃公會民間住宅包租代管第5期計畫。,RPQNMLKMMHLGFKD68CC,整棟(戶)出租,無,1150425~1160424,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
永康區,租賃房屋,臺南市永康區中華路６１９巷２３弄５之１號,0.0,,,,1150422,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720415,77.54,3,2,1,有,無,有,13000,168,,0.0,0,台南市不動產租賃公會民間住宅包租代管第4期計畫之物件。,RPSNMLKMMHLGFKD88CC,整棟(戶)出租,無,1150425~1160424,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
永康區,租賃房屋,臺南市永康區忠孝一路８３號七樓之３,0.0,,,,1150428,土地0建物1車位0,七層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1120920,80.92,2,1,1,有,有,有,18000,222,,0.0,0,台南市社會住宅包租代管第4期計畫。續租案件；,RPUNMLKMMHLGFKD09CC,整棟(戶)出租,有,1150503~1160324,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
永康區,租賃房屋,臺南市永康區中華路２１２巷１９號,0.0,,,,1150428,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0760209,116.99,5,2,3,有,無,無,25000,214,,0.0,0,多人共同承租2；,RPVNMLKMMHLGFKD56CC,整棟(戶)出租,無,1150515~1200514,無,,
永康區,租賃房屋,臺南市永康區復華五街７０號,0.0,,,,1150424,土地0建物1車位0,一層,16,店面(店鋪),店舖,鋼筋混凝土構造,1070202,98.41,0,2,1,有,有,無,23000,234,,0.0,0,115.04.24~115.05.09為搬遷期免租金。未租賃車位，建物登記含有車位面積；,RPTOMLKMMHLGFKD09CC,,有,1150424~1160509,有,,
永康區,租賃房屋,臺南市永康區中正路１４８巷２之８號五樓,0.0,,,,1150427,土地0建物0車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0801226,13.22,3,2,3,有,有,有,4500,340,,0.0,0,租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；,RPUOMLKMMHLGFKD56CC,分租套房,有,1150501~1160430,有,冷氣、熱水器、電視機、冰箱、有線電視、網路,一般代管
永康區,租賃房屋,臺南市永康區永安一街５６巷２號三樓之２,0.0,,,,1150424,土地0建物1車位0,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1080726,127.75999999999999,3,2,2,有,有,有,24500,192,,0.0,0,多人共同承租3；未租賃車位，建物登記含有車位面積；,RPVOMLKMMHLGFKD66CC,獨立套房,有,1150501~1160430,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
永康區,租賃房屋,臺南市永康區鹽行路１００巷１６號,0.0,,,,1150427,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土構造,1030715,14.0,8,0,8,有,無,有,6000,429,,0.0,0,租金總額含網路費；,RPWOMLKMMHLGFKD76CC,分租套房,無,1150501~1160430,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
永康區,租賃房屋,臺南市永康區中正南路７４３巷８之１０號,0.0,,,,1150427,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土構造,1020417,23.14,9,0,9,有,無,有,6500,281,,0.0,0,租金總額含網路費；續租案件；,RPXOMLKMMHLGFKD86CC,分租套房,無,1150501~1160430,無,冷氣、熱水器、電視機、冰箱、有線電視、網路,一般代管
永康區,租賃房屋,臺南市永康區中正北路１９巷２弄８號,0.0,,,,1150430,土地0建物0車位0,全,4,透天厝,住宅，停車空間,鋼筋混凝土造,1000105,33.2,9,0,9,有,無,有,8000,241,,0.0,0,租金總額含網路費；,RPPPMLKMMHLGFKD78CC,分租套房,無,1150502~1160501,無,冷氣、熱水器、電視機、冰箱、有線電視、網路,一般代管
