鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
東區,租賃房屋+車位,臺南市東區崇德三街１０號十樓,0.0,,,,1150421,土地0建物1車位1,十層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860508,155.74,3,2,2,有,有,有,19000,122,坡道平面,0.0,1500,,RPSOMLLLMHLGFCD18CC,整棟(戶)出租,有,1150501~1160430,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
新營區,租賃房屋,臺南市新營區民權路１４之１號,0.0,,,,1150421,土地0建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0650507,59.57,4,2,3,有,無,無,25000,420,,0.0,0,租金總額含稅；,RPRNMLLLMHLGFDD08CC,,無,1150601~1180531,無,,
新市區,土地,舊園段789地號,2009.01,農,,,1150421,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,50000,25,,0.0,0,租金總額含稅；,RPVNMLLLMHLGFHD88CC,,,1150421~1170430,,,
永康區,土地,頂西段297地號,529.28,工,,,1150421,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,50000,94,,0.0,0,租金總額含稅；,RPPNMLLLMHLGFKD68DC,,,1150501~1170430,,,
北區,租賃房屋,臺南市北區開南街１３５號,0.0,,,,1150421,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,0830624,13.32,59,0,59,有,無,有,4800,360,,0.0,0,開南416房,RPQNMLMLMHLGFAD77CC,分租套房,無,1150325~1150624,有,冷氣、熱水器、電視機,一般轉租
中西區,租賃房屋,臺南市中西區永福路二段６３巷２９號,0.0,,,,1150421,土地0建物0車位0,全,3,透天厝,商業用,磚造,0490101,28.44,12,0,12,有,無,有,5500,193,,0.0,0,,RPSNMLMLMHLGFAD97CC,分租套房,無,1150410~1160409,無,冷氣、熱水器、冰箱,一般轉租
中西區,租賃房屋,臺南市中西區永福路二段６３巷２９號,0.0,,,,1150421,土地0建物0車位0,全,3,透天厝,商業用,磚造,0490101,37.17,12,0,12,有,無,有,5500,148,,0.0,0,,RPPOMLMLMHLGFAD77CC,分租套房,無,1150410~1160409,無,冷氣、熱水器、冰箱,一般轉租
北區,租賃房屋,臺南市北區公園北路１３２號,0.0,,,,1150422,土地0建物0車位0,全,2,透天厝,住工用,加強磚造,0560101,11.93,26,0,26,有,無,有,4300,360,,0.0,0,公園北132-203,RPTOMLMLMHLGFAD18CC,分租套房,無,1150301~1160430,無,冷氣、熱水器,一般轉租
北區,租賃房屋,臺南市北區大武街３０４之２號,0.0,,,,1150422,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,0730106,11.57,23,0,21,有,無,有,4200,363,,0.0,0,大武304-401房,RPVOMLMLMHLGFAD38CC,分租套房,無,1150301~1150819,無,冷氣、熱水器、冰箱,一般轉租
北區,租賃房屋,臺南市北區開南街１３５號,0.0,,,,1150421,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,0830624,13.87,59,0,59,有,無,有,4500,324,,0.0,0,開南135-302房,RPWOMLMLMHLGFAD48CC,分租套房,無,1150325~1151126,有,冷氣、熱水器、電視機,一般轉租
安南區,租賃房屋,臺南市安南區安和路四段３６巷１９８號,0.0,,,,1150421,土地0建物1車位0,見其他登記事項,1,公寓(5樓含以下無電梯),廠房,鋼骨造,0860920,159.85,0,0,0,無,無,無,105000,657,,0.0,0,,RPWNMLMLMHLGFBD48CC,,無,1150501~1200430,無,,
東區,租賃房屋,臺南市東區崇德十六街５０號,0.0,,,,1150421,土地0建物0車位0,全,2,透天厝,住家用,鋼筋混凝土造,0750819,19.98,4,1,4,有,無,有,10000,501,,0.0,0,多人共同承租2；租金總額含水費；網路費；含增建或未登記建物；續租案件；,RPRNMLMLMHLGFCD08CC,分租套房,無,1150421~1160421,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般代管
東區,租賃房屋,臺南市東區民族路一段１８巷１號,0.0,,,,1150421,土地0建物0車位0,全,2,透天厝,住家用,加強磚造,0630312,16.28,4,1,4,有,無,有,6500,399,,0.0,0,租金總額含水費；網路費；含增建或未登記建物；續租案件；,RPSNMLMLMHLGFCD18CC,分租套房,無,1150421~1160421,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般代管
南區,租賃房屋,臺南市南區中華南路二段５３巷２號四樓之２,0.0,,,,1150421,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),集合住宅,鋼筋混凝土造,0810904,125.08,3,2,2,有,無,有,15000,120,,0.0,0,參加國家住宅及都市更新中心辦理社會住宅包租代管增辦第四期計畫公會版,RPROMLMLMHLGFCD18CC,整棟(戶)出租,無,1150422~1160421,無,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅代管
新營區,租賃房屋+車位,臺南市新營區金華路一段２６８號１２樓,0.0,,,,1150421,土地0建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1100209,145.02,2,2,2,有,有,有,25000,172,坡道平面,29.14,0,租金總額含管理費；,RPPNMLMLMHLGFDD97CC,整棟(戶)出租,有,1150515~1160514,有,冷氣、熱水器、洗衣機、電視機、冰箱,
安定區,租賃房屋,臺南市安定區港口３８５號,0.0,,,,1150421,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0830427,186.57,7,2,3,有,無,有,25000,134,,0.0,0,,RPSNMLMLMHLGFHD68CC,整棟(戶)出租,無,1150501~1160430,無,冷氣、熱水器、洗衣機、瓦斯或天然氣,
善化區,租賃房屋+車位,臺南市善化區東勢寮５１之５號二樓之８,0.0,,,,1150421,土地0建物1車位1,二層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1140123,124.27000000000001,3,1,2,有,有,無,18000,145,一樓平面,19.52,0,多人共同承租2；,RPTNMLMLMHLGFHD78CC,整棟(戶)出租,無,1150422~1180421,有,冷氣,
安平區,租賃房屋+車位,臺南市安平區育平九街１９２巷７１號９樓之１１,0.0,,,,1150421,土地0建物1車位1,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830512,119.13,3,2,2,有,有,無,16500,139,坡道平面,0.0,0,,RPPNMLNLMHLGFAD77CC,整棟(戶)出租,有,1150421~1160430,有,冷氣、熱水器、洗衣機、瓦斯或天然氣,
北區,租賃房屋+車位,臺南市北區文成二路１５７號十二樓之２,0.0,,,,1150422,土地0建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1001027,206.03,3,2,2,有,有,有,35000,170,坡道平面,31.86,0,民國115年04月28日~115年05月09日共12日不收取租金，出租人願無償提供予承租方搬遷使用，搬遷期間產生之水費、電、天然瓦斯及管理費用將由承租方負擔租金總額含管理費；其他車位清潔費；,RPVNMLNLMHLGFAD38CC,整棟(戶)出租,有,1150510~1170509,有,冷氣、熱水器、冰箱、瓦斯或天然氣,
北區,租賃房屋,臺南市北區開元路５１９號九樓之３,0.0,,,,1150421,土地0建物1車位0,九層,24,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1041105,86.45,2,1,1,有,有,有,16200,187,,0.0,0,台南市政府包租代管第4期計畫之物件。管理費每月1300元由出租人負擔。,RPWNMLNLMHLGFAD48CC,整棟(戶)出租,有,1150422~1160421,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
中西區,租賃房屋,臺南市中西區康樂街１５６號八樓之２,0.0,,,,1150421,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0781002,73.64,1,1,1,有,有,有,13800,187,,0.0,0,台南市不動產租賃公會民間住宅包租代管第5期計畫之物件。,RPROMLNLMHLGFAD08CC,獨立套房,有,1150423~1160422,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
中西區,租賃房屋,臺南市中西區西門路一段４６６號七樓之２,0.0,,,,1150421,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700605,68.1,2,1,1,有,有,有,16000,235,,0.0,0,台南市不動產租賃公會民間住宅包租代管第5期計畫之物件。,RPSOMLNLMHLGFAD18CC,整棟(戶)出租,有,1150425~1160424,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
安平區,租賃房屋,臺南市安平區國平北路１３７號十九樓之３,0.0,,,,1150421,土地0建物1車位0,十九層,34,住宅大樓(11層含以上有電梯),集合住宅,鋼骨鋼筋混凝土造、鋼筋混凝土造,1140415,77.74,1,1,1,有,有,有,15824,204,,0.0,0,台南市不動產租賃公會民間住宅包租代管第5期計畫之物件。管理費每月1176元由出租人負擔。多人共同承租2；,RPUOMLNLMHLGFAD38CC,獨立套房,有,1150424~1160423,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
東區,租賃房屋,臺南市東區利東街６７號,0.0,,,,1150422,土地0建物1車位0,見其他登記事項,9,店面(店鋪),住商用,鋼筋混凝土造,0840810,154.41,3,2,3,有,有,有,20000,130,,0.0,0,租金總額含管理費；續租案件；,RPTNMLNLMHLGFCD38CC,,有,1150601~1200531,有,熱水器、洗衣機、瓦斯或天然氣,
東區,租賃房屋,臺南市東區崇明２４街８０號４樓之７,0.0,,,,1150422,土地0建物1車位0,四層,6,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1110601,44.519999999999996,1,0,1,有,有,有,14300,321,,0.0,0,管理費:1100元水費:200元,RPPOMLNLMHLGFCD08CC,獨立套房,有,1150510~1160509,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
南區,租賃房屋,臺南市南區新都路５２０巷６３號五樓,0.0,,,,1150421,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720204,113.33999999999999,3,1,1,有,有,有,13000,115,,0.0,0,台南市不動產租賃公會民間住宅包租代管第5期計畫之物件。,RPPPMLNLMHLGFCD18CC,整棟(戶)出租,有,1150423~1160422,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
東區,租賃房屋,臺南市東區裕豐街１８５巷２３號,0.0,,,,1150421,土地0建物0車位0,全,5,透天厝,停車空間、住宅,鋼筋混凝土造,1001129,20.25,20,0,21,有,無,有,6300,311,,0.0,0,租金總額含水費；網路費；,RPRPMLNLMHLGFCD38CC,分租套房,無,1150430~1160429,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般代管
東區,租賃房屋,臺南市東區東門路一段２０９號,0.0,,,,1150422,土地0建物0車位0,全,4,透天厝,住商用、避難室、騎樓,鋼筋混凝土造,0690331,30.6,4,3,3,有,無,有,11500,376,,0.0,0,多人共同承租2；租金總額含網路費；,RPSPMLNLMHLGFCD48CC,分租套房,無,1150422~1160425,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路,一般轉租
麻豆區,租賃房屋,臺南市麻豆區柚安路一段１３５２號四樓之３,0.0,,,,1150421,土地0建物1車位0,四層,6,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1130118,94.33000000000001,2,1,2,有,有,有,13177,140,,0.0,0,台南市不動產租賃公會民間住宅包租代管第5期計畫之物件。管理費每月1823元由出租人負擔。,RPPNMLNLMHLGFFD28CC,整棟(戶)出租,有,1150425~1160424,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
新市區,租賃房屋,臺南市新市區大營１２６之４３號,0.0,,,,1150423,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,1021111,19.44,20,1,20,有,無,有,6500,334,,0.0,0,租金總額含水費；網路費；續租案件；,RPRNMLNLMHLGFHD68CC,分租套房,無,1150423~1170423,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般代管
永康區,租賃房屋,臺南市永康區東灣里民族路２７３巷３３號四樓之３,0.0,,,,1150422,土地0建物1車位0,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831006,126.33,3,2,2,有,有,有,16370,130,,0.0,0,台南市不動產租賃公會民間住宅包租代管第5期計畫之物件。管理費每月1630元由出租人負擔。,RPPOMLNLMHLGFKD88CC,整棟(戶)出租,有,1150425~1160424,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
北區,租賃房屋,臺南市北區北安路一段１３０號,0.0,,,,1150422,土地0建物0車位0,全,4,透天厝,住商用,鋼筋混凝土造,0731217,28.58,8,1,9,有,無,有,8500,297,,0.0,0,,RPPNMLNLMHLGFAD87DC,分租套房,無,1150425~1170424,無,冷氣、熱水器、洗衣機、冰箱、網路,
北區,租賃房屋,臺南市北區開元路４８５巷４１弄１０號十三樓之１１,0.0,,,,1150423,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0891120,29.029999999999998,1,0,1,有,有,有,8500,293,,0.0,0,台南市社會住宅包租代管 第五期計畫 中央版；水、電費由承租人負擔，管理費440元不包含在租金由承租人負擔。,RPSNMLOLMHLGFAD18CC,獨立套房,有,1150501~1180430,有,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
中西區,租賃房屋+車位,臺南市中西區民權路４段１２６號１４樓之２,0.0,,,,1150423,土地0建物1車位1,十四層,20,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1070531,189.47,3,1,2,有,有,有,24700,130,坡道平面,38.26,0,多人共同承租2；,RPWNMLOLMHLGFAD58CC,整棟(戶)出租,有,1150501~1160430,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
北區,租賃房屋,臺南市北區文成一路８８號十五樓之２,0.0,,,,1150422,土地0建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1120411,95.39,2,1,1,有,有,無,15838,166,,0.0,0,台南市社會住宅包租代管第4期計畫。管理費2162元由出租人負擔多人共同承租2；續租案件；,RPXNMLOLMHLGFAD68CC,整棟(戶)出租,有,1150501~1160430,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
北區,租賃房屋,臺南市北區公園路９１８巷２８號４樓之２,0.0,,,,1150424,土地0建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0791126,40.84,1,1,1,有,無,有,9500,233,,0.0,0,租金總額含網路費；續租案件；,RPOOMLOLMHLGFAD87CC,獨立套房,無,1150424~1160424,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般代管
中西區,租賃房屋,臺南市中西區西賢一街８５巷９號,0.0,,,,1150423,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0770601,100.78,5,2,3,有,無,有,25000,248,,0.0,0,台南市社會住宅包租代管 增辦第四期計畫公會版；水、電費由承租人負擔。續租案件；,RPTOMLOLMHLGFAD38CC,整棟(戶)出租,無,1150501~1160430,無,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
安平區,租賃房屋+車位,臺南市安平區永華八街２號１０樓之６,0.0,,,,1150423,土地0建物1車位1,十層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0960719,102.24000000000001,2,1,1,有,有,有,22000,215,坡道平面,0.0,0,租金總額含管理費；,RPUOMLOLMHLGFAD48CC,整棟(戶)出租,有,1150423~1160423,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
安南區,租賃房屋+車位,臺南市安南區安中路一段５５７巷１９弄１６１號３樓之２,0.0,,,,1150423,土地0建物1車位1,三層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1130823,113.24000000000001,2,2,2,有,有,有,27000,238,一樓平面,0.0,0,租金總額含管理費；水費；網路費；,RPPNMLOLMHLGFBD97CC,整棟(戶)出租,無,1150501~1160430,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,
安南區,租賃房屋,臺南市安南區博和路２１９號七樓之１０,0.0,,,,1150424,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1130229,102.78,2,1,2,有,有,有,20000,195,,0.0,0,台南市社會住宅包租代管 第五期計畫 中央版；水、電費由承租人負擔，管理費1500元不包含在租金由承租人負擔。未租賃車位，建物登記含有車位面積；,RPQNMLOLMHLGFBD08CC,整棟(戶)出租,有,1150501~1160430,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
南區,租賃房屋,臺南市南區健康路二段７３巷１３號,0.0,,,,1150421,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0620115,62.22,4,2,2,有,無,有,12000,193,,0.0,0,台南市不動產租賃公會民間住宅包租代管第四期計畫。續租案件；,RPQNMLOLMHLGFCD18CC,整棟(戶)出租,無,1150425~1160424,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
東區,租賃房屋,臺南市東區立德十路３號四樓之６,0.0,,,,1150423,土地0建物1車位0,四層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811222,69.42,1,1,1,有,有,有,12000,173,,0.0,0,租金總額含管理費；,RPRNMLOLMHLGFCD28CC,獨立套房,有,1150423~1160424,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般代管
東區,租賃房屋,臺南市東區東門路三段２９８號,0.0,,,,1150423,土地0建物0車位0,全,2,透天厝,住商用,加強磚造,0620510,26.45,3,0,3,有,無,有,10000,378,,0.0,0,1.契約書未約定土地租賃標的。2.由所有權人提供租屋資訊。3.租賃建物部分範圍。租金總額含網路費；其他第四台；,RPVNMLOLMHLGFCD68CC,分租套房,無,1150423~1160422,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,
南區,租賃房屋,臺南市南區中華西路一段８巷３號之１,0.0,,,,1150421,土地0建物1車位0,一層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850327,188.25,4,1,2,有,有,無,20000,106,,0.0,0,台南市社會住宅包租代管第4期計畫。續租案件；,RPPOMLOLMHLGFCD18CC,整棟(戶)出租,有,1150426~1160425,有,熱水器、瓦斯或天然氣,社會住宅代管
善化區,租賃房屋,臺南市善化區成功新村２３號５樓,0.0,,,,1150422,土地0建物1車位0,五層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830923,110.63000000000001,3,2,2,有,有,有,13800,125,,0.0,0,租金總額含管理費；續租案件；,RPPNMLOLMHLGFHD58CC,整棟(戶)出租,有,1150615~1170614,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,
善化區,租賃房屋,臺南市善化區胡厝寮２１９之２１號,0.0,,,,1150422,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,1110629,118.17,3,2,3,有,無,有,28000,237,,0.0,0,1.契約書未約定土地租賃標的。2.由所有權人提供租屋資訊。多人共同承租2；,RPQNMLOLMHLGFHD68CC,整棟(戶)出租,無,1150430~1160429,無,冷氣、熱水器、洗衣機、冰箱,
善化區,租賃房屋,臺南市善化區西衛７號之５,0.0,,,,1150423,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0841011,155.95,4,2,5,有,無,有,37000,237,,0.0,0,1.契約書未約定土地租賃標的。2.由所有權人提供租屋資訊。,RPRNMLOLMHLGFHD78CC,,無,1150501~1160430,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
新市區,租賃房屋,臺南市新市區銘傳街８２號,0.0,,,,1150422,土地0建物0車位0,全,4,透天厝,店舖、停車空間、住宅,鋼筋混凝土造,1020115,25.94,7,0,7,有,無,有,7000,270,,0.0,0,租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPPOMLOLMHLGFHD68CC,分租套房,無,1150519~1160518,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
新市區,租賃房屋,臺南市新市區銘傳街８２號,0.0,,,,1150423,土地0建物0車位0,全,4,透天厝,店舖、停車空間、住宅,鋼筋混凝土造,1020115,17.48,7,0,7,有,無,有,5500,315,,0.0,0,租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；,RPVOMLOLMHLGFHD66CC,分租套房,無,1150425~1151024,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
仁德區,租賃房屋,臺南市仁德區德善路２５１巷７弄２號七樓之１,0.0,,,,1150421,土地0建物1車位0,七層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860317,101.60999999999999,1,1,1,有,有,有,14500,143,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管第5期計畫。續租案件；,RPTNMLOLMHLGFID09CC,獨立套房,有,1150430~1160429,有,冷氣、熱水器、洗衣機、電視機、瓦斯或天然氣,社會住宅代管
永康區,租賃房屋,臺南市永康區尚頂里南台街１３巷３７號十三樓之３,0.0,,,,1150422,土地0建物1車位0,十三層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840523,143.44,5,2,2,有,有,有,15000,105,,0.0,0,台南市社會住宅包租代管第4期計畫。續租案件；,RPXNMLOLMHLGFKD07CC,整棟(戶)出租,有,1150425~1151129,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
永康區,租賃房屋,臺南市永康區中華路５７８巷２號三樓之８,0.0,,,,1150423,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800619,28.42,1,1,1,有,無,有,8500,299,,0.0,0,租金總額含網路費；續租案件；,RPOOMLOLMHLGFKD88CC,獨立套房,無,1150423~1160424,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般代管
永康區,租賃房屋,臺南市永康區復國一路３６５號,0.0,,,,1150422,土地0建物0車位0,全,4,透天厝,住商用,鋼筋混凝土造,0980605,18.6,3,1,3,有,無,有,9500,511,,0.0,0,多人共同承租2；租金總額含水費；網路費；含增建或未登記建物；,RPQOMLOLMHLGFKD09CC,分租套房,無,1150422~1160424,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般代管
永康區,租賃房屋,臺南市永康區三合里南工街２６７巷６６號四樓之１,0.0,,,,1150421,土地0建物1車位0,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860926,67.66,3,2,2,有,有,有,12000,177,,0.0,0,台南市社會住宅包租代管第4期計畫。續租案件；,RPROMLOLMHLGFKD56CC,整棟(戶)出租,有,1150425~1160424,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
永康區,租賃房屋,臺南市永康區中山東路２１８巷２３弄３２號五樓之３,0.0,,,,1150421,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830702,122.41,3,2,2,有,有,有,15000,123,,0.0,0,台南市社會住宅包租代管第4期計畫。續租案件；,RPSOMLOLMHLGFKD66CC,整棟(戶)出租,有,1150425~1160424,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
永康區,租賃房屋,臺南市永康區中正北路１９巷２弄８號,0.0,,,,1150422,土地0建物0車位0,全,4,透天厝,住宅，停車空間,鋼筋混凝土造,1000105,21.49,9,0,9,有,無,有,6500,302,,0.0,0,多人共同承租2；租金總額含網路費；續租案件；,RPOPMLOLMHLGFKD98CC,分租套房,無,1150504~1160503,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
安南區,租賃房屋,臺南市安南區永續２２街１７８號,0.0,,,,1150423,土地0建物0車位0,全,4,透天厝,店舖、集合住宅、停車空間,鋼筋混凝土造,1120503,23.14,6,1,7,有,無,有,8500,367,,0.0,0,,RPPNMLOLMHLGFBD08DC,分租套房,無,1150425~1160424,無,冷氣、熱水器、冰箱、網路,
北區,租賃房屋,臺南市北區和緯路二段３４１號五樓之３,0.0,,,,1150421,土地0建物1車位0,五層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1141110,78.38,2,1,2,有,有,有,22100,282,,0.0,0,參加國家住宅及都市更新中心辦理社會住宅包租代管第5期計畫中央版,RPVNMLPLMHLGFAD58CC,整棟(戶)出租,有,1150430~1160429,有,冷氣、熱水器、洗衣機、電視機、瓦斯或天然氣,社會住宅代管
東區,租賃房屋+車位,臺南市東區德昌路１０２號,0.0,,,,1150424,土地0建物1車位1,一層,13,店面(店鋪),店舖,鋼筋混凝土造,1130904,169.51999999999998,0,1,1,有,有,無,35000,206,坡道平面,33.42,0,租金總額含管理費；,RPSNMLPLMHLGFCD48CC,,有,1150425~1160524,有,,
南區,租賃房屋,臺南市南區大同路二段１３６巷１１號十一樓之５,0.0,,,,1150422,土地0建物1車位0,十一層,13,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0881021,136.71,3,2,2,有,有,有,16000,117,,0.0,0,參加國家住宅及都市更新中心辦理社會住宅包租代管第5期計畫中央版,RPUNMLPLMHLGFCD68CC,整棟(戶)出租,有,1150423~1160422,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
南區,租賃房屋,臺南市南區鹽埕路２９１巷１４弄４３號五樓之３,0.0,,,,1150423,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700303,40.440000000000005,1,1,1,有,無,有,7000,173,,0.0,0,參加國家住宅及都市更新中心辦理社會住宅包租代管第5期計畫中央版,RPPOMLPLMHLGFCD28CC,獨立套房,無,1150424~1160423,無,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
永康區,租賃房屋,臺南市永康區復華里國華街１０２巷６７號十樓之２,0.0,,,,1150421,土地0建物1車位0,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841111,112.38,2,2,2,有,有,有,19000,169,,0.0,0,參加國家住宅及都市更新中心辦理社會住宅包租代管第5期計畫中央版,RPQNMLPLMHLGFKD09CC,整棟(戶)出租,有,1150421~1160420,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
中西區,租賃房屋,臺南市中西區保安路１９１號六樓之４,0.0,,,,1150421,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701231,34.31,1,1,1,有,有,有,6800,198,,0.0,0,參加國家住宅及都市更新中心辦理社會住宅包租代管第5期計畫中央版租金總額含管理費；,RPPNMLQLMHLGFAD08CC,獨立套房,有,1150421~1160420,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
中西區,租賃房屋,臺南市中西區忠義路二段１８５號十樓之６,0.0,,,,1150421,土地0建物1車位0,十層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0691203,36.54,1,1,1,有,有,有,10000,274,,0.0,0,參加國家住宅及都市更新中心辦理社會住宅包租代管第4期計畫公會版,RPQNMLQLMHLGFAD18CC,獨立套房,有,1150421~1160331,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
